### SHEET: SSOC2020-ISCO08 (1113 rows)
61	Social service manager | 13441 | 1344 |  | Social welfare managers
62	Volunteer manager | 13442 | 1344 |  | Social welfare managers
63	School principal | 13451 | 1345 |  | Education managers
64	Other education managers (including registrars, deans of education institutions and heads of training institutions) | 13459 | 1345 |  | Education managers
65	Financial services manager | 13461 | 1346 |  | Financial and insurance services branch managers
66	Insurance services manager | 13462 | 1346 |  | Financial and insurance services branch managers
67	Financial risk manager | 13463 | 1346 |  | Financial and insurance services branch managers
68	National security, civil defence and immigration managerial officer | 13491 | 1349 |  | Professional services managers not elsewhere classified
69	Community, partnership and relations manager | 13492 | 1349 |  | Professional services managers not elsewhere classified
70	Media and broadcasting manager | 13493 | 1349 |  | Professional services managers not elsewhere classified
71	Other professional, financial, community and social services managers n.e.c. | 13499 | 1349 |  | Professional services managers not elsewhere classified
72	Hotel operations/Lodging services manager | 14110 | 1411 |  | Hotel managers
73	Restaurant manager | 14121 | 1412 |  | Restaurant managers
74	Catering manager | 14122 | 1412 |  | Restaurant managers
75	Food and beverage operations manager | 14123 | 1412 |  | Restaurant managers
76	Retail manager | 14201 | 1420 |  | Retail and wholesale trade managers
77	Wholesale trade manager | 14202 | 1420 |  | Retail and wholesale trade managers
78	Sports centre manager | 14310 | 1431 |  | Sports, recreation and cultural centre managers
79	Casino operations manager | 14321 | 1431 |  | Sports, recreation and cultural centre managers
80	Attractions manager | 14322 | 1431 |  | Sports, recreation and cultural centre managers
81	Discotheque/Karaoke/Nightclub manager | 14323 | 1431 |  | Sports, recreation and cultural centre managers
82	Wellness centre manager (e.g. hair/beauty/slimming/spa/manicure/massage) | 14324 | 1431 |  | Sports, recreation and cultural centre managers
83	Community/country club manager | 14325 | 1431 |  | Sports, recreation and cultural centre managers
84	Other recreation centre managers | 14329 | 1431 |  | Sports, recreation and cultural centre managers
85	Arts and cultural centre manager (including gallery and museum manager) | 14330 | 1349 | P | Professional services managers not elsewhere classified
86	Arts and cultural centre manager (including gallery and museum manager) | 14330 | 1431 | P | Sports, recreation and cultural centre managers
87	Event manager | 14391 | 1412 | P | Restaurant managers
88	Event manager | 14391 | 1439 | P | Services managers not elsewhere classified
89	Travel agency manager | 14392 | 1439 |  | Services managers not elsewhere classified
90	Other services managers n.e.c. | 14399 | 1439 |  | Services managers not elsewhere classified
91	Physicist/Astronomer | 21110 | 2111 |  | Physicists and astronomers
92	Meteorologist | 21120 | 2112 |  | Meteorologists
93	Chemist | 21130 | 2113 |  | Chemists
94	Geologist | 21141 | 2114 |  | Geologists and geophysicists
95	Geophysicist | 21142 | 2114 |  | Geologists and geophysicists
96	Other physical science professionals | 21149 | 2114 |  | Geologists and geophysicists
97	Mathematician | 21211 | 2120 |  | Mathematicians, actuaries and statisticians
98	Operations research analyst | 21212 | 2120 |  | Mathematicians, actuaries and statisticians
99	Actuary | 21213 | 2120 |  | Mathematicians, actuaries and statisticians
100	Statistician | 21221 | 2120 |  | Mathematicians, actuaries and statisticians
101	Data scientist | 21222 | 2120 |  | Mathematicians, actuaries and statisticians
102	Statistical officer/Data analyst | 21231 | 2120 | P | Mathematicians, actuaries and statisticians
103	Statistical officer/Data analyst | 21231 | 3314 | P | Statistical, mathematical and related associate professionals
104	Other statistical, mathematical and actuarial professionals | 21239 | 2120 | P | Mathematicians, actuaries and statisticians
105	Other statistical, mathematical and actuarial professionals | 21239 | 3314 | P | Statistical, mathematical and related associate professionals
106	Biologist | 21311 | 2131 |  | Biologists, botanists, zoologists and related professionals
107	Zoologist | 21312 | 2131 |  | Biologists, botanists, zoologists and related professionals
108	Other biologists, botanists, zoologists and related professionals | 21319 | 2131 |  | Biologists, botanists, zoologists and related professionals
109	Horticulturist/Arborist | 21321 | 2132 |  | Farming, forestry and fisheries advisers
110	Other farming, forestry and fishery advisers | 21329 | 2132 |  | Farming, forestry and fisheries advisers
111	Environmental officer (environmental protection) | 21331 | 2133 |  | Environmental protection professionals
112	Environment research scientist (e.g. ecologist) | 21332 | 2133 |  | Environmental protection professionals
113	Other environmental protection and related professionals | 21339 | 2133 |  | Environmental protection professionals
114	Pharmacologist | 21341 | 2131 |  | Biologists, botanists, zoologists and related professionals
115	Medical laboratory scientist | 21342 | 2131 |  | Biologists, botanists, zoologists and related professionals
116	Biochemist | 21343 | 2131 |  | Biologists, botanists, zoologists and related professionals
117	Physiologist | 21344 | 2131 |  | Biologists, botanists, zoologists and related professionals
118	Animal scientist | 21345 | 2131 |  | Biologists, botanists, zoologists and related professionals
119	Medical scientist | 21346 | 2131 |  | Biologists, botanists, zoologists and related professionals
120	Clinical research professional | 21347 | 2131 |  | Biologists, botanists, zoologists and related professionals
121	Other pharmacologists and related professionals | 21349 | 2131 |  | Biologists, botanists, zoologists and related professionals
122	Manufacturing engineer | 21411 | 2141 |  | Industrial and production engineers
123	Production engineer | 21412 | 2141 |  | Industrial and production engineers
124	Automation engineer (including robotics engineer) | 21413 | 2141 |  | Industrial and production engineers
125	Quality control/assurance engineer | 21414 | 2141 |  | Industrial and production engineers
126	Process engineer | 21415 | 2141 |  | Industrial and production engineers
127	Civil engineer | 21421 | 2142 |  | Civil engineers
128	Building construction engineer | 21422 | 2142 |  | Civil engineers
129	Environmental engineer | 21430 | 2143 |  | Environmental engineers
130	Mechanical engineer | 21441 | 2144 |  | Mechanical engineers
131	Industrial machinery and tools engineer | 21442 | 2144 |  | Mechanical engineers
132	Air-conditioning/Refrigeration engineer | 21443 | 2144 |  | Mechanical engineers
133	Port equipment engineer | 21444 | 2144 |  | Mechanical engineers
134	Chemical engineer | 21451 | 2145 |  | Chemical engineers
135	Chemical engineer (petroleum) | 21452 | 2145 |  | Chemical engineers
136	Chemical engineer (petrochemicals) | 21453 | 2145 |  | Chemical engineers
137	Food and drink technologist | 21454 | 2149 |  | Engineering professionals not elsewhere classified
138	Mining engineer, metallurgist and related professional | 21460 | 2146 |  | Mining engineers, metallurgists and related professionals
139	Aeronautical engineer | 21471 | 2144 |  | Mechanical engineers
140	Automotive engineer | 21472 | 2144 |  | Mechanical engineers
141	Marine engineer | 21473 | 2144 |  | Mechanical engineers
142	Naval architect | 21474 | 2144 |  | Mechanical engineers
143	Rolling stock engineer | 21475 | 2144 |  | Mechanical engineers
144	Biomedical engineer | 21491 | 2149 |  | Engineering professionals not elsewhere classified
145	Materials engineer | 21492 | 2149 |  | Engineering professionals not elsewhere classified
146	Industrial safety engineer | 21493 | 2149 |  | Engineering professionals not elsewhere classified
147	Quantity surveyor | 21494 | 2149 |  | Engineering professionals not elsewhere classified
148	Intellectual property engineer | 21495 | 2149 |  | Engineering professionals not elsewhere classified
149	Energy engineer | 21496 | 2149 |  | Engineering professionals not elsewhere classified
150	Optical engineer (including laser engineer) | 21497 | 2149 |  | Engineering professionals not elsewhere classified
151	Procurement engineer | 21498 | 2149 |  | Engineering professionals not elsewhere classified
152	Other engineering professionals n.e.c. | 21499 | 2149 |  | Engineering professionals not elsewhere classified
153	Electrical engineer | 21511 | 2151 |  | Electrical engineers
154	Power generation and distribution engineer | 21512 | 2151 |  | Electrical engineers
155	Lift engineer | 21513 | 2151 |  | Electrical engineers
156	Electronics engineer | 21521 | 2152 |  | Electronics engineers
157	Computer engineer | 21522 | 2152 |  | Electronics engineers
158	Semi-conductor engineer | 21523 | 2152 |  | Electronics engineers
159	Audio and video equipment engineer | 21524 | 2152 |  | Electronics engineers
160	Instrumentation engineer | 21525 | 2152 |  | Electronics engineers
161	Embedded systems engineer (including port systems engineer) | 21526 | 2152 |  | Electronics engineers
162	Media and broadcasting engineer | 21531 | 2153 |  | Telecommunications engineers
163	Telecommunications engineer | 21532 | 2153 |  | Telecommunications engineers
164	Building architect | 21610 | 2161 |  | Building architects
165	Landscape architect | 21621 | 2162 |  | Landscape architects
166	Landscape designer | 21622 | 2162 |  | Landscape architects
167	Fashion designer | 21631 | 2163 |  | Product and garment designers
168	Product and industrial designer | 21632 | 2163 |  | Product and garment designers
169	Urban planner | 21641 | 2164 |  | Town and traffic planners
170	Other related planners (e.g. traffic planner) | 21649 | 2164 |  | Town and traffic planners
171	Land surveyor | 21651 | 2165 |  | Cartographers and surveyors
172	Hydrographic surveyor | 21652 | 2165 |  | Cartographers and surveyors
173	Other surveyors and cartographers | 21659 | 2165 |  | Cartographers and surveyors
174	Graphic designer | 21661 | 2166 |  | Graphic and multimedia designers
175	Multimedia (including games) designer | 21662 | 2166 |  | Graphic and multimedia designers
176	Multimedia artist and animator | 21663 | 2166 |  | Graphic and multimedia designers
177	Interaction designer | 21664 | 2166 |  | Graphic and multimedia designers
178	Other graphic and multimedia designers and artists | 21669 | 2166 |  | Graphic and multimedia designers
179	Service designer | 21670 | 2166 |  | Graphic and multimedia designers
180	Chief engineer/Second engineer (ship) | 21711 | 3151 |  | Ships' engineers
181	Marine superintendent (engineer) | 21712 | 3151 |  | Ships' engineers
182	Ship captain / Chief mate | 21713 | 3152 |  | Ships' deck officers and pilots
183	Marine superintendent | 21714 | 3152 |  | Ships' deck officers and pilots
184	Commercial airline pilot | 21721 | 3153 |  | Aircraft pilots and related associate professionals
185	Aircraft pilot (except commercial airline and air force) | 21722 | 3153 |  | Aircraft pilots and related associate professionals
186	Flying instructor (except air force) | 21723 | 3153 |  | Aircraft pilots and related associate professionals
187	Flight engineer | 21724 | 3153 |  | Aircraft pilots and related associate professionals
188	Other aircraft pilots and related associate professionals | 21729 | 3153 |  | Aircraft pilots and related associate professionals
189	General practitioner/physician | 22110 | 2211 |  | Generalist medical practitioners
190	Cardiologist | 22121 | 2212 |  | Specialist medical practitioners
191	Dermatologist | 22122 | 2212 |  | Specialist medical practitioners
192	Gastroenterologist | 22123 | 2212 |  | Specialist medical practitioners
193	Internal medicine physician | 22124 | 2212 |  | Specialist medical practitioners
194	Medical oncologist | 22125 | 2212 |  | Specialist medical practitioners
195	Paediatrician | 22126 | 2212 |  | Specialist medical practitioners
196	Respiratory physician | 22127 | 2212 |  | Specialist medical practitioners
197	Psychiatrist | 22128 | 2212 |  | Specialist medical practitioners
198	Other specialist medical practitioners (medical) (e.g. endocrinologist, geriatrician, haematologist, infectious diseases physician, neurologist, nuclear medicine physician, rehabilitation physician, renal physician, rheumatologist) | 22129 | 2212 |  | Specialist medical practitioners
199	General surgeon | 22131 | 2212 |  | Specialist medical practitioners
200	Cardiothoracic surgeon | 22132 | 2212 |  | Specialist medical practitioners
201	Hand surgeon | 22133 | 2212 |  | Specialist medical practitioners
202	Neurosurgeon | 22134 | 2212 |  | Specialist medical practitioners
203	Orthopaedic surgeon | 22135 | 2212 |  | Specialist medical practitioners
204	Paediatric surgeon | 22136 | 2212 |  | Specialist medical practitioners
205	Plastic surgeon | 22137 | 2212 |  | Specialist medical practitioners
206	Urologist | 22138 | 2212 |  | Specialist medical practitioners
207	Other specialist medical practitioners (surgical) | 22139 | 2212 |  | Specialist medical practitioners
208	Anaesthesiologist | 22141 | 2212 |  | Specialist medical practitioners
209	Diagnostic radiologist | 22142 | 2212 |  | Specialist medical practitioners
210	Emergency physician | 22143 | 2212 |  | Specialist medical practitioners
211	Obstetrician/Gynaecologist | 22144 | 2212 |  | Specialist medical practitioners
212	Ophthalmologist | 22145 | 2212 |  | Specialist medical practitioners
213	Pathologist | 22146 | 2212 |  | Specialist medical practitioners
214	Public health physician | 22147 | 2212 |  | Specialist medical practitioners
215	Otorhinolaryngologist/Ear, nose, throat (ENT) specialist | 22148 | 2212 |  | Specialist medical practitioners
216	Other specialist medical practitioner (other specialisations) (e.g. occupational physician, radiation oncologist) | 22150 | 2212 |  | Specialist medical practitioners
217	Registered nurse and other nursing professionals (e.g. clinical nurse, nurse educator, excluding enrolled nurse) | 22200 | 2221 | P | Nursing professionals
218	Registered nurse and other nursing professionals (e.g. clinical nurse, nurse educator, excluding enrolled nurse) | 22200 | 2222 | P | Midwifery professionals
219	Traditional Chinese medicine practitioner | 22301 | 2230 |  | Traditional and complementary medicine professionals
220	Traditional Chinese medicine acupuncturist | 22302 | 2230 |  | Traditional and complementary medicine professionals
221	Veterinarian | 22500 | 2250 |  | Veterinarians
222	General dental practitioner | 22611 | 2261 |  | Dentists
223	Specialised dentist (e.g. orthodontist) | 22612 | 2261 |  | Dentists
224	Pharmacist (patient care) | 22621 | 2262 |  | Pharmacists
225	Other pharmacists | 22629 | 2262 |  | Pharmacists
226	Occupational health and safety professional | 22631 | 2263 |  | Environmental and occupational health and hygiene professionals
227	Environmental officer (public health) | 22632 | 2263 |  | Environmental and occupational health and hygiene professionals
228	Other environmental and occupational health and hygiene professionals | 22639 | 2263 |  | Environmental and occupational health and hygiene professionals
229	Physiotherapist | 22640 | 2264 |  | Physiotherapists 
230	Dietitian | 22651 | 2265 |  | Dieticians and nutritionists
231	Nutritionist | 22652 | 2265 |  | Dieticians and nutritionists
232	Audiologist | 22661 | 2266 |  | Audiologists and speech therapists
233	Speech therapist | 22662 | 2266 |  | Audiologists and speech therapists
234	Optometrist | 22670 | 2267 |  | Optometrists and ophthalmic opticians
235	Occupational therapist | 22680 | 2269 |  | Health professionals not elsewhere classified
236	Chiropractor | 22691 | 2269 |  | Health professionals not elsewhere classified
237	Podiatrist | 22692 | 2269 |  | Health professionals not elsewhere classified
238	Medical diagnostic radiographer | 22693 | 3211 |  | Medical imaging and therapeutic equipment technicians
239	Radiation therapist | 22694 | 3211 |  | Medical imaging and therapeutic equipment technicians
240	Other health professionals n.e.c. | 22699 | 2269 | P | Health professionals not elsewhere classified
241	Other health professionals n.e.c. | 22699 | 3211 | P | Medical imaging and therapeutic equipment technicians
242	University lecturer | 23101 | 2310 |  | University and higher education teachers
243	Polytechnic lecturer | 23102 | 2310 |  | University and higher education teachers
244	Teaching assistant/Tutor in university | 23103 | 2310 |  | University and higher education teachers
245	Other university, polytechnic and higher education teachers | 23109 | 2310 |  | University and higher education teachers
246	Junior college and pre-university teacher (including integrated programme year 5-6 teacher) | 23200 | 2330 |  | Secondary education teachers
247	Technical/Vocational/Commercial education institute teacher and trainer | 23300 | 2320 |  | Vocational education teachers
248	Secondary school teacher (including integrated programme year 1-4 teacher) | 23400 | 2330 |  | Secondary education teachers
249	Primary school teacher | 23500 | 2341 |  | Primary school teachers
250	Education methods adviser | 23611 | 2351 |  | Education methods specialists
251	Instructional designer and technologist | 23612 | 2351 |  | Education methods specialists
252	Other education methods specialists | 23619 | 2351 |  | Education methods specialists
253	Teacher of the visually impaired | 23621 | 2352 |  | Special needs teachers
254	Early intervention teacher for infants and children | 23622 | 2352 |  | Special needs teachers
255	Other special education teachers | 23629 | 2352 |  | Special needs teachers
256	Other teaching professional n.e.c. | 23690 | 2359 |  | Teaching professionals not elsewhere classified
257	Accountant (excluding tax accountant) | 24111 | 2411 |  | Accountants
258	Auditor (accounting) | 24112 | 2411 |  | Accountants
259	Tax accountant | 24113 | 2411 |  | Accountants
260	Financial/Investment adviser (e.g. relationship manager) | 24121 | 2412 |  | Financial and investment advisers
261	Business valuer | 24122 | 2412 |  | Financial and investment advisers
262	Financial analyst (e.g. equities analyst, credit analyst, investment research analyst) | 24131 | 2413 |  | Financial analysts
263	Compliance officer/Risk analyst (financial) | 24132 | 2413 |  | Financial analysts
264	Fund/Portfolio manager (including asset allocator) | 24133 | 2413 |  | Financial analysts
265	Treasury manager | 24134 | 2413 |  | Financial analysts
266	Financial product structurer | 24135 | 2413 |  | Financial analysts
267	Other financial analysts and related professionals | 24139 | 2413 |  | Financial analysts
268	Securities and finance dealer | 24141 | 3311 |  | Securities and finance dealers and brokers
269	Foreign exchange dealer | 24142 | 3311 |  | Securities and finance dealers and brokers
270	Financial derivatives dealer | 24143 | 3311 |  | Securities and finance dealers and brokers
271	Other finance dealers | 24149 | 3311 |  | Securities and finance dealers and brokers
272	Securities and finance broker | 24151 | 3311 |  | Securities and finance dealers and brokers
273	Foreign exchange broker | 24152 | 3311 |  | Securities and finance dealers and brokers
274	Financial derivatives broker | 24153 | 3311 |  | Securities and finance dealers and brokers
275	Commodities and freight derivatives broker | 24154 | 3311 |  | Securities and finance dealers and brokers
276	Other finance brokers | 24159 | 3311 |  | Securities and finance dealers and brokers
277	Insurance underwriter | 24160 | 3321 |  | Insurance representatives
278	Management consultant | 24211 | 2421 |  | Management and organization analysts
279	Business consultant | 24212 | 2421 |  | Management and organization analysts
280	Business and financial project management professional | 24213 | 2421 |  | Management and organization analysts
281	Policy administration professional (e.g. policy analyst) | 24220 | 2422 |  | Policy administration professionals
282	Human resource consultant (excluding executive search consultant) | 24231 | 2423 |  | Personnel and careers professionals
283	Executive search consultant | 24232 | 2423 |  | Personnel and careers professionals
284	Personnel/Human resource officer | 24233 | 2423 |  | Personnel and careers professionals
285	Industrial relations officer | 24234 | 2423 |  | Personnel and careers professionals
286	Training and staff development professional | 24240 | 2424 |  | Training and staff development professionals
287	Intellectual property agent | 24251 | 3339 |  | Business services agents not elsewhere classified
288	Intellectual property examiner | 24252 | 2149 | P | Engineering professionals not elsewhere classified
289	Intellectual property examiner | 24252 | 3339 | P | Business services agents not elsewhere classified
290	Research officer (non-statistical) | 24291 | 2421 | P | Management and organization analysts
291	Research officer (non-statistical) | 24291 | 2422 | P | Policy administration professionals
292	Other administration professionals n.e.c. | 24299 | 2421 | P | Management and organization analysts
293	Other administration professionals n.e.c. | 24299 | 2422 | P | Policy administration professionals
294	Creative advertising professional | 24311 | 2431 |  | Advertising and marketing professionals
295	Market research professional | 24312 | 2431 |  | Advertising and marketing professionals
296	Marketing strategy/planning professional | 24313 | 2431 |  | Advertising and marketing professionals
297	Digital marketing professional (e.g. online, social media, e-commerce marketing professional) | 24314 | 2431 |  | Advertising and marketing professionals
298	Revenue specialist | 24315 | 2431 |  | Advertising and marketing professionals
299	Public relations/Corporate communications professional | 24320 | 2432 |  | Public relations professionals
300	Technical sales professional | 24331 | 2433 |  | Technical and medical sales professionals (excluding ICT)
301	Medical and pharmaceutical products sales professional | 24332 | 2433 |  | Technical and medical sales professionals (excluding ICT)
302	ICT sales and services professional | 24333 | 2434 |  | Information and communications technology sales professionals
303	Sales professionals (institutional sales of financial products) | 24334 | 2433 |  | Technical and medical sales professionals (excluding ICT)
304	Other specialised goods sales professionals | 24339 | 2433 | P | Technical and medical sales professionals (excluding ICT)
305	Other specialised goods sales professionals | 24339 | 3322 | P | Commercial sales representatives
306	Commodities trader (excluding oil and bunker) | 24351 | 3324 |  | Trade brokers
307	Oil and bunker trader | 24352 | 3324 |  | Trade brokers
308	Ship charterer | 24353 | 3324 |  | Trade brokers
309	Trade broker | 24361 | 3324 |  | Trade brokers
310	Ship broker (e.g. charter or sales & purchase) | 24362 | 3324 |  | Trade brokers
311	Systems designer/analyst | 25111 | 2511 |  | Systems analysts
312	ICT business process consultant/business analyst | 25112 | 2511 |  | Systems analysts
313	Enterprise/Solution architect | 25113 | 2511 |  | Systems analysts
314	Software developer | 25121 | 2512 |  | Software developers
315	Web and mobile applications developer | 25122 | 2513 |  | Web and multimedia developers
316	Multimedia (including games) developer | 25123 | 2513 |  | Web and multimedia developers
317	Applications/Systems programmer | 25140 | 2514 |  | Applications programmers
318	ICT quality assurance specialist | 25151 | 2519 |  | Software and applications developers and analysts not elsewhere classified
319	ICT auditor | 25152 | 2519 |  | Software and applications developers and analysts not elsewhere classified
320	Software and applications developer and analyst n.e.c. | 25190 | 2519 |  | Software and applications developers and analysts not elsewhere classified
321	Database administrator | 25211 | 2521 |  | Database designers and administrators
322	Database architect | 25212 | 2521 |  | Database designers and administrators
323	Network, servers and computer systems administrator | 25220 | 2522 |  | Systems administrators
324	Cloud specialist | 25231 | 2523 |  | Computer network professionals
325	IT infrastructure specialist | 25232 | 2523 |  | Computer network professionals
326	Other computer network, infrastructure and platform professionals | 25239 | 2523 |  | Computer network professionals
327	Cyber risk specialist | 25241 | 2529 |  | Database and network professionals not elsewhere classified
328	Penetration testing specialist | 25242 | 2529 |  | Database and network professionals not elsewhere classified
329	Security operations specialist | 25243 | 2529 |  | Database and network professionals not elsewhere classified
330	Digital forensics specialist | 25244 | 2529 |  | Database and network professionals not elsewhere classified
331	Cybersecurity architect | 25245 | 2529 |  | Database and network professionals not elsewhere classified
332	Other cybersecurity professionals | 25249 | 2529 |  | Database and network professionals not elsewhere classified
333	Data centre engineer | 25291 | 2529 |  | Database and network professionals not elsewhere classified
334	Database and network professionals n.e.c. | 25299 | 2529 |  | Database and network professionals not elsewhere classified
335	Advocate/Solicitor (practising) | 26111 | 2611 |  | Lawyers
336	In-house legal counsel (except judiciary, ministries and statutory boards) | 26112 | 2611 |  | Lawyers
337	Other lawyers (e.g. prosecutors, legal counsel in ministries and statutory boards) | 26119 | 2611 |  | Lawyers
338	Judge (including registrar in judiciary) | 26120 | 2612 |  | Judges
339	Arbitrator and Mediator | 26191 | 2619 |  | Legal professionals not elsewhere classified
340	Other legal professionals n.e.c. | 26199 | 2619 |  | Legal professionals not elsewhere classified
341	Archivist | 26211 | 2621 |  | Archivists and curators
342	Curator | 26212 | 2621 |  | Archivists and curators
343	Conservator | 26213 | 2621 |  | Archivists and curators
344	Librarian | 26221 | 2622 |  | Librarians and related information professionals
345	Other information professionals | 26229 | 2622 |  | Librarians and related information professionals
346	Economist | 26310 | 2631 |  | Economists
347	Sociologist and Anthropologist | 26321 | 2632 |  | Sociologists, anthropologists and related professionals
348	Social science researcher | 26322 | 2632 |  | Sociologists, anthropologists and related professionals
349	Political scientist | 26331 | 2633 |  | Philosophers, historians and political scientists
350	Other social science professionals (e.g. philosopher) | 26339 | 2633 |  | Philosophers, historians and political scientists
351	Clinical psychologist | 26341 | 2634 |  | Psychologists
352	Educational psychologist | 26342 | 2634 |  | Psychologists
353	Industrial and organisational psychologist | 26343 | 2634 |  | Psychologists
354	Other psychologists | 26349 | 2634 |  | Psychologists
355	Social worker (general) | 26351 | 2635 |  | Social work and counselling professionals
356	Youth work professional | 26352 | 2635 |  | Social work and counselling professionals
357	Medical social worker | 26353 | 2635 |  | Social work and counselling professionals
358	Other social service professionals | 26359 | 2635 |  | Social work and counselling professionals
359	Minister of religion | 26361 | 2636 |  | Religious professionals
360	Other religious professionals | 26369 | 2636 |  | Religious professionals
361	Counsellor (rehabilitation) | 26371 | 2635 |  | Social work and counselling professionals
362	Counsellor (drugs and alcohol) | 26372 | 2635 |  | Social work and counselling professionals
363	Counsellor (family) | 26373 | 2635 |  | Social work and counselling professionals
364	School counsellor | 26374 | 2635 |  | Social work and counselling professionals
365	Career coach (counselling) | 26375 | 2635 |  | Social work and counselling professionals
366	Other counselling professionals | 26379 | 2635 |  | Social work and counselling professionals
367	Author | 26411 | 2641 |  | Authors and related writers
368	Script writer and editor | 26412 | 2641 |  | Authors and related writers
369	Content writer | 26413 | 2641 |  | Authors and related writers
370	Technical writer | 26414 | 2641 |  | Authors and related writers
371	Book editor | 26415 | 2641 |  | Authors and related writers
372	Other authors and related writers | 26419 | 2641 |  | Authors and related writers
373	Journalist | 26421 | 2642 |  | Journalists
374	Editor (news and periodicals) | 26422 | 2642 |  | Journalists
375	Translator | 26431 | 2643 |  | Translators, interpreters and other linguists
376	Interpreter | 26432 | 2643 |  | Translators, interpreters and other linguists
377	Painter | 26511 | 2651 |  | Visual artists
378	Other visual artists | 26519 | 2651 |  | Visual artists
379	Instrumentalist | 26521 | 2652 |  | Musicians, singers and composers
380	Composer/Orchestrator | 26522 | 2652 |  | Musicians, singers and composers
